Rank,Name,Link,Location_City,Location_State,Private_Public,Profit_Type,Campus_Setting,Starting_Salary,Percent_from_State,Percent_FTE,Percent_Male,Accept_rate,Old_SAT_Score,New_SAT_Score,ACT_Score,Num_Undergrad,Num_Faculty,Student_Faculty_Ratio,Num_Degree,Num_Major,Num_Field,Num_Annual_Grad,Percent_POC,Tuition_Fee,Room_Fee,Total_Cost,Financial_Aid
65,University of California - Berkeley,university-of-california-berkeley,Berkeley, California,Public,,Midsize City,49000.0,85,66,48,17.1,,,32.0,30574,2519,18,97,75,22,8791,74.26898672074311,14170,17549,36989,18319
66,University of Miami,university-of-miami,Coral Gables, Florida,Private,Non-Profit,Large Suburb,41000.0,37,77,48,35.7,,,30.0,10832,1452,12,106,82,24,3264,58.53028064992615,48484,13666,66274,20647
67,Haverford College,haverford-college,Haverford, Pennsylvania,Private,Non-Profit,Large Suburb,39000.0,11,86,48,20.0,,,32.0,1296,190,8,36,31,15,311,43.28703703703704,52754,15958,71374,45805
68,Brandeis University,brandeis-university,Waltham, Massachusetts,Private,Non-Profit,Small City,44000.0,29,66,41,34.2,,,31.0,3635,539,10,43,31,17,1433,52.70976616231087,53182,14906,70588,35487
69,Georgia Institute of Technology - Main Campus,georgia-institute-of-technology-main-campus,Atlanta, Georgia,Public,,Large City,55000.0,60,87,62,23.4,,,32.0,15573,1162,22,34,33,15,3607,51.13979323187568,12418,11492,28770,12779
70,Vassar College,vassar-college,Poughkeepsie, New York,Private,Non-Profit,Large Suburb,42000.0,24,83,41,23.8,,,32.0,2353,344,8,48,41,17,747,43.73140671483213,55210,12900,70370,44517
71,Villanova University,villanova-university,Villanova, Pennsylvania,Private,Non-Profit,Large Suburb,51000.0,17,64,47,36.0,,,32.0,6950,1038,11,54,47,23,2093,25.884892086330932,51284,13547,68231,30163
72,University of California - San Diego,university-of-california-san-diego,La Jolla, California,Public,,Large City,43000.0,92,80,51,34.0,,,30.0,28587,1664,19,89,63,20,7549,80.62056179382236,14018,13115,32163,18231
73,University of Florida,university-of-florida,Gainesville, Florida,Public,,Midsize City,42000.0,88,85,44,42.0,,,30.0,35247,2643,19,102,90,26,8851,45.63225239027435,6381,9910,21131,6636
74,University of California - Davis,university-of-california-davis,Davis, California,Public,,Small Suburb,44000.0,96,84,41,43.4,,,28.0,30066,1940,20,114,82,22,8472,74.85531829974056,14419,16136,35729,18690
75,Santa Clara University,santa-clara-university,Santa Clara, California,Private,Non-Profit,Midsize City,49000.0,59,62,50,53.6,,,30.0,5499,870,11,51,44,19,1582,50.46372067648664,49858,14487,69439,26671
76,Scripps College,scripps-college,Claremont, California,Private,Non-Profit,Large Suburb,,47,73,0,33.4,,,31.0,1065,132,10,62,44,20,290,47.136150234741784,52966,16294,71060,31633
77,Northeastern University,northeastern-university,Boston, Massachusetts,Private,Non-Profit,Large City,47000.0,25,75,49,27.4,,,33.0,13825,1739,14,66,58,22,3812,54.63291139240506,49497,15880,68177,34691
78,The University of Texas at Austin,the-university-of-texas-at-austin,Austin, Texas,Public,,Large City,44000.0,93,84,47,36.5,,,30.0,40492,3066,18,114,77,22,10105,58.43129507063124,10398,10070,25440,10644
79,Virginia Tech,virginia-polytechnic-institute-and-state-university,Blacksburg, Virginia,Public,,Small City,46000.0,78,89,57,70.1,,,28.0,27193,2032,14,75,68,21,6233,34.08230059206413,13230,8920,26240,8261
80,University of Wisconsin - Madison,university-of-wisconsin-madison,Madison, Wisconsin,Public,,Large City,42000.0,62,81,49,53.8,,,29.0,31358,2649,18,127,96,25,8700,27.852541616174488,10533,10842,25635,6733
81,University of California - Irvine,university-of-california-irvine,Irvine, California,Public,,Large City,41000.0,97,79,47,36.5,,,28.0,29307,1537,18,89,69,21,7487,86.03746545193981,13738,14861,33858,18824
82,DePauw University,depauw-university,Greencastle, Indiana,Private,Non-Profit,Small Town,43000.0,38,86,48,67.2,,,26.0,2158,267,9,54,41,20,657,32.715477293790556,47838,12529,62567,31570
83,Colby College,colby-college,Waterville, Maine,Private,Non-Profit,Small Town,43000.0,10,85,48,15.8,,,32.0,1917,239,10,53,39,15,615,36.20239958268128,53120,13660,68582,45463
84,University of Washington - Seattle Campus,university-of-washington-seattle-campus,Seattle, Washington,Public,,Large City,43000.0,80,76,47,46.4,,,30.0,31331,2626,19,238,122,28,8604,60.074686412817975,10974,12117,26595,14051
85,University of Illinois at Urbana - Champaign,university-of-illinois-at-urbana-champaign,Champaign, Illinois,Public,,Small City,46000.0,87,88,55,61.5,,,29.0,33955,2601,20,127,88,25,8720,55.28199087026948,17293,11308,32301,13595
86,Colorado School of Mines,colorado-school-of-mines,Golden, Colorado,Public,,Large Suburb,67000.0,55,71,71,55.7,,,30.0,4788,425,16,17,17,5,1034,27.54803675856307,18386,11897,33648,10725
87,Southern Methodist University,southern-methodist-university,Dallas, Texas,Private,Non-Profit,Large Suburb,45000.0,42,66,50,48.8,,,30.0,6452,1156,11,81,59,23,1892,35.41537507749535,52498,16510,72408,33203
88,Dickinson College,dickinson-college,Carlisle, Pennsylvania,Private,Non-Profit,Small City,43000.0,23,82,42,48.7,,,,2382,298,9,42,34,17,631,34.844668345927786,52930,13236,69046,34171
89,Texas A&M University - College Station,texas-a-and-m-university-college-station,College Station, Texas,Public,,Midsize City,,95,85,52,70.5,,,28.0,53065,3162,21,108,90,25,11654,38.30962027701875,10294,10368,27536,8748
90,Trinity College,trinity-college,Hartford, Connecticut,Private,Non-Profit,Midsize City,46000.0,15,75,49,33.9,,,30.0,2221,292,9,44,38,17,697,35.79468707789285,54770,14200,71470,40346
91,Gettysburg College,gettysburg-college,Gettysburg, Pennsylvania,Private,Non-Profit,Small City,43000.0,25,73,47,45.8,,,,2411,315,9,42,34,17,667,24.96889257569474,52640,12570,66710,29795
92,University of Delaware,university-of-delaware,Newark, Delaware,Public,,Large Suburb,44000.0,40,98,43,62.9,,,27.0,19750,1215,15,107,78,26,4721,28.718987341772145,13160,12332,27792,8798
93,Kenyon College,kenyon-college,Gambier, Ohio,Private,Non-Profit,Small Town,38000.0,13,95,44,33.8,,,31.0,1677,218,9,30,27,12,541,28.2051282051282,53560,12280,69180,34966
94,Tulane University of Louisiana,tulane-university-of-louisiana,New Orleans, Louisiana,Private,Non-Profit,Large City,44000.0,16,65,41,21.5,,,32.0,7871,1192,8,83,60,23,2328,30.32651505526617,52960,14536,69764,33035
95,Bryn Mawr College,bryn-mawr-college,Bryn Mawr, Pennsylvania,Private,Non-Profit,Large Suburb,41000.0,14,78,0,38.0,,,31.0,1334,214,8,36,29,13,368,63.04347826086957,50500,15910,68410,37710
96,Creighton University,creighton-university,Omaha, Nebraska,Private,Non-Profit,Large City,41000.0,18,65,44,72.0,,,28.0,4255,832,11,54,49,23,1174,29.37720329024677,38750,10702,53452,20293
97,University of Connecticut,university-of-connecticut,Storrs, Connecticut,Public,,Large Suburb,44000.0,72,66,50,47.8,,,28.0,19241,2354,16,111,80,25,5935,41.79616444051765,14880,12514,31044,13630
98,Skidmore College,skidmore-college,Saratoga Springs, New York,Private,Non-Profit,Small Suburb,41000.0,35,79,40,24.5,,,29.0,2680,363,8,40,35,17,710,37.53731343283581,52446,14004,69300,41746
99,Grinnell College,grinnell-college,Grinnell, Iowa,Private,Non-Profit,Small Town,42000.0,12,88,47,28.9,,,32.0,1712,233,9,27,25,13,509,49.1822429906542,50714,12400,66214,33946
100,Purdue University - Main Campus,purdue-university-main-campus,West Lafayette, Indiana,Public,,Small City,45000.0,63,82,58,57.5,,,28.0,32132,2369,13,148,112,27,7376,36.08241005850865,9992,10030,22812,10703
101,St Lawrence University,st-lawrence-university,Canton, New York,Private,Non-Profit,Small Town,44000.0,39,73,44,48.3,,,28.0,2414,263,11,34,29,16,773,22.783761391880702,52990,13656,68296,31866
101,St Lawrence University,st-lawrence-university,Canton, New York,Private,Non-Profit,Small Town,44000.0,39,73,44,48.3,,,28.0,2414,263,11,34,29,16,773,22.783761391880702,52990,13656,68296,31866
102,Brigham Young University - Provo,brigham-young-university-provo,Provo, Utah,Private,Non-Profit,Midsize City,,37,68,51,52.4,,,30.0,31233,1840,20,173,92,25,6300,17.70563186373387,5460,7530,18370,4843
103,University of Maryland - College Park,university-of-maryland-college-park,College Park, Maryland,Public,,Large Suburb,,70,70,53,44.5,,,31.0,29868,2633,18,147,103,28,7771,50.11383420383019,10399,12402,26491,8955
104,Barnard College,barnard-college,New York, New York,Private,Non-Profit,Large City,42000.0,27,62,0,15.4,,,32.0,2544,357,10,67,44,16,686,48.5062893081761,52662,16100,71282,44776
105,George Washington University,george-washington-university,Washington, District of Columbia,Private,Non-Profit,Large City,46000.0,4,45,40,41.0,,,30.0,11999,2471,13,95,75,22,3248,48.21235102925245,51346,13000,67196,29429
106,Elon University,elon-university,Elon, North Carolina,Private,Non-Profit,Midsize Suburb,41000.0,18,72,40,66.5,,,27.0,6045,599,12,75,56,21,1635,20.314309346567413,34273,11869,49642,14061
107,Syracuse University,syracuse-university,Syracuse, New York,Private,Non-Profit,Midsize City,45000.0,36,67,46,46.9,,,28.0,15252,1695,15,130,79,25,4285,42.899291896144774,46755,15558,65480,27878
108,Clemson University,clemson-university,Clemson, South Carolina,Public,,Large Suburb,43000.0,62,91,51,47.2,,,29.0,19402,1365,16,77,67,24,4201,17.132254406762186,15116,9592,29574,10296
109,Saint Louis University,saint-louis-university-main-campus,Saint Louis, Missouri,Private,Non-Profit,Large City,40000.0,36,60,39,64.4,,,28.0,9910,1025,9,74,60,26,1858,28.21392532795156,42166,10996,57214,23580
110,Albany College of Pharmacy and Health Sciences,albany-college-of-pharmacy-and-health-sciences,Albany, New York,Private,Non-Profit,Small City,,69,80,39,78.6,,,26.0,890,108,9,6,5,3,49,39.7752808988764,33621,10800,48019,15226
112,Hobart and William Smith Colleges,hobart-william-smith-colleges,Geneva, New York,Private,Non-Profit,Small Town,41000.0,38,84,49,63.9,,,28.0,2237,261,10,49,38,18,643,25.704067948144843,53525,14250,69775,25110
113,Gonzaga University,gonzaga-university,Spokane, Washington,Private,Non-Profit,Midsize City,43000.0,45,57,48,64.8,,,28.0,5192,777,12,46,39,20,1407,28.428351309707235,41330,11550,57350,21169
114,Whitman College,whitman-college,Walla Walla, Washington,Private,Non-Profit,Small City,39000.0,32,79,43,51.7,,,30.0,1510,238,9,50,33,14,401,32.25165562913908,49780,12524,64504,23828
115,Texas Christian University,texas-christian-university,Fort Worth, Texas,Private,Non-Profit,Large City,43000.0,45,72,41,41.1,,,28.0,9011,954,13,102,62,24,2262,29.48618355343468,44760,12360,62970,24864
116,Wheaton College Illinois,wheaton-college-illinois,Wheaton, Illinois,Private,Non-Profit,Large Suburb,37000.0,24,69,46,85.0,,,30.0,2391,323,10,42,34,19,705,25.637808448347982,35190,9806,47696,16173
117,Illinois Institute of Technology,illinois-institute-of-technology,Chicago, Illinois,Private,Non-Profit,Large City,49000.0,68,100,69,54.0,,,28.0,2900,413,12,48,37,14,691,67.0,45253,13007,63138,34485
118,Trinity University,trinity-university,San Antonio, Texas,Private,Non-Profit,Large City,43000.0,79,75,47,38.4,,,30.0,2395,336,9,60,44,18,572,44.17536534446764,41344,13136,56880,26174
119,Rhodes College,rhodes-college,Memphis, Tennessee,Private,Non-Profit,Large City,37000.0,30,84,44,51.0,,,30.0,1988,219,10,38,31,15,492,30.080482897384314,46504,11290,61538,30234
120,Michigan State University,michigan-state-university,East Lansing, Michigan,Public,,Small City,40000.0,82,85,49,71.6,,,26.0,38996,2896,16,117,97,28,9298,32.81105754436352,15375,10026,29393,10911
121,North Carolina State University,north-carolina-state-university-at-raleigh,Raleigh, North Carolina,Public,,Large City,,88,86,55,51.4,,,28.0,24150,2025,13,143,100,31,5789,30.848861283643885,9058,10854,23700,10998
122,Pepperdine University,pepperdine-university,Malibu, California,Private,Non-Profit,Large Suburb,40000.0,49,58,41,39.8,,,28.0,3604,678,10,61,39,17,1006,49.30632630410655,51992,14870,70862,31980
123,Denison University,denison-university,Granville, Ohio,Private,Non-Profit,Small Suburb,40000.0,25,85,45,37.2,,,30.0,2341,297,9,43,37,19,603,35.41221700128151,50440,12330,64970,30783
124,University of Pittsburgh - Pittsburgh Campus,university-of-pittsburgh-pittsburgh-campus,Pittsburgh, Pennsylvania,Public,,Large City,41000.0,65,73,49,59.7,,,30.0,19326,2438,14,91,79,22,5254,28.34523439925489,19080,10950,33250,12484
125,University of California - Santa Barbara,university-of-california-santa-barbara,Santa Barbara, California,Public,,Midsize Suburb,43000.0,95,85,46,32.8,,,30.0,22186,1172,18,75,52,19,5811,68.06093933110971,14451,15169,36111,19558
126,St Olaf College,st-olaf-college,Northfield, Minnesota,Private,Non-Profit,Small Town,38000.0,45,72,42,43.2,,,28.0,3035,305,12,47,33,20,896,29.19275123558485,46000,10430,58330,28573
127,Occidental College,occidental-college,Los Angeles, California,Private,Non-Profit,Large City,40000.0,43,71,43,41.8,,,30.0,1972,264,9,35,30,15,549,49.64503042596349,52838,14968,71756,35704
128,Illinois Wesleyan University,illinois-wesleyan-university,Bloomington, Illinois,Private,Non-Profit,Small City,40000.0,83,74,45,60.9,,,26.0,1649,193,10,42,34,17,496,30.988477865372964,45856,10574,58830,26421
129,New York University,new-york-university,New York, New York,Private,Non-Profit,Large City,47000.0,33,46,43,27.7,,,31.0,26417,6606,9,147,96,24,6506,69.3341408941212,50464,17664,71790,31542
130,Butler University,butler-university,Indianapolis, Indiana,Private,Non-Profit,Large City,39000.0,43,64,40,65.1,,,28.0,4293,568,11,72,58,20,1069,17.959468902865126,39960,13030,56840,16348
131,Providence College,providence-college,Providence, Rhode Island,Private,Non-Profit,Midsize City,42000.0,9,62,45,51.5,,,28.0,4079,477,12,64,40,21,1072,22.922284873743568,48764,14240,64984,26359
132,University of Minnesota - Twin Cities,university-of-minnesota-twin-cities,Minneapolis, Minnesota,Public,,Large City,42000.0,69,69,47,49.6,,,28.0,35433,3545,17,139,107,26,8608,34.064290350802935,14417,9852,27469,8760
133,Binghamton University,suny-at-binghamton,Vestal, New York,Public,,Midsize Suburb,46000.0,91,72,51,40.4,,,30.0,13737,1005,19,83,58,19,3608,42.658513503676204,9523,14577,26100,8062
134,Drake University,drake-university,Des Moines, Iowa,Private,Non-Profit,Midsize City,39000.0,28,66,43,68.8,,,27.0,3098,486,11,57,41,17,974,22.466107165913503,39062,10158,54020,21239
135,Clarkson University,clarkson-university,Potsdam, New York,Private,Non-Profit,Small Town,50000.0,69,72,70,65.7,,,26.0,3090,342,14,31,29,14,776,20.12944983818771,47950,14488,66106,32540
136,Connecticut College,connecticut-college,New London, Connecticut,Private,Non-Profit,Small City,37000.0,15,71,37,38.0,,,,1817,283,9,48,37,16,566,29.058888277380305,52850,14590,69440,39603
137,University of Georgia,university-of-georgia,Athens, Georgia,Public,,Midsize City,38000.0,89,88,43,54.0,,,28.0,28848,2301,17,132,100,26,7629,30.861758180809762,11818,10060,26404,10076
138,Macalester College,macalester-college,Saint Paul, Minnesota,Private,Non-Profit,Large City,40000.0,17,81,39,40.6,,,30.0,2136,238,10,41,36,17,652,38.90449438202246,52464,11672,66280,33335
139,Colorado College,colorado-college,Colorado Springs, Colorado,Private,Non-Profit,Large City,38000.0,14,84,46,15.1,,,,2107,245,10,46,35,16,566,34.45657332700523,52818,12076,68616,36872
140,University of San Diego,university-of-san-diego,San Diego, California,Private,Non-Profit,Large City,44000.0,54,52,46,49.8,,,28.0,5774,881,14,44,39,18,1521,48.71839279528922,47708,12630,65426,24364
141,Loyola Marymount University,loyola-marymount-university,Los Angeles, California,Private,Non-Profit,Large City,44000.0,67,52,44,52.5,,,28.0,6391,1115,10,53,45,21,1706,55.75027382256298,46136,13255,64485,19787
142,Saint Anselm College,saint-anselm-college,Manchester, New Hampshire,Private,Non-Profit,Midsize Suburb,39000.0,19,75,39,76.0,,,26.0,1964,205,11,41,36,22,539,11.965376782077401,39990,14146,56636,23338
143,Furman University,furman-university,Greenville, South Carolina,Private,Non-Profit,Large Suburb,36000.0,27,75,41,61.2,,,28.0,2734,328,10,49,39,20,853,24.798829553767376,48348,12158,63706,30434
144,Smith College,smith-college,Northampton, Massachusetts,Private,Non-Profit,Large Suburb,38000.0,16,71,0,31.9,,,,2521,456,9,51,39,19,805,52.518841729472435,50044,16730,69563,39913
145,University of Denver,university-of-denver,Denver, Colorado,Private,Non-Profit,Large City,41000.0,36,57,47,58.1,,,28.0,5765,1294,11,75,58,19,1636,31.413703382480488,48669,12612,65376,26702
146,Kalamazoo College,kalamazoo-college,Kalamazoo, Michigan,Private,Non-Profit,Small City,38000.0,66,79,43,73.4,,,28.0,1436,141,13,27,24,14,480,43.871866295264624,46840,9390,59267,29059
147,Fairfield University,fairfield-university,Fairfield, Connecticut,Private,Non-Profit,Large Suburb,48000.0,27,50,40,60.6,,,,4113,533,12,48,43,20,1069,23.121808898614148,47165,14280,64325,24180
148,University of the Pacific,university-of-the-pacific,Stockton, California,Private,Non-Profit,Large City,,92,53,46,64.9,,,26.0,3548,818,13,58,49,22,802,76.71927846674183,46346,13356,64796,26884
149,Wofford College,wofford-college,Spartanburg, South Carolina,Private,Non-Profit,Small City,36000.0,55,84,46,69.1,,,30.0,1678,173,11,31,29,17,489,20.381406436233608,41955,12140,57749,28158
150,Mount Holyoke College,mount-holyoke-college,South Hadley, Massachusetts,Private,Non-Profit,Large Suburb,39000.0,24,87,0,50.8,,,31.0,2210,259,9,50,37,16,671,54.57013574660633,47940,14060,63900,31370
151,Rutgers University - New Brunswick,rutgers-university-new-brunswick,New Brunswick, New Jersey,Public,,Small City,44000.0,92,49,50,57.8,,,,35641,4420,15,114,87,23,8483,61.185151931763976,14638,12452,31577,13896
152,California Polytechnic State University - San Luis Obispo,california-polytechnic-state-university-san-luis-obispo,San Luis Obispo, California,Public,,Small Suburb,50000.0,84,69,52,34.6,,,28.0,21351,1277,22,73,67,25,4604,45.35618940564845,9432,13134,27153,5891
153,Gustavus Adolphus College,gustavus-adolphus-college,Saint Peter, Minnesota,Private,Non-Profit,Small Town,40000.0,79,77,44,67.8,,,,2181,270,11,48,35,19,613,21.733149931224204,44080,9670,55800,24333
154,Rhode Island School of Design,rhode-island-school-of-design,Providence, Rhode Island,Private,Non-Profit,Midsize City,,8,39,32,31.9,,,28.0,1976,456,9,16,7,4,493,68.87651821862349,48470,13050,67720,26169
155,University at Buffalo,university-at-buffalo,Buffalo, New York,Public,,Large Suburb,41000.0,97,65,57,57.3,,,26.0,21020,1824,13,91,70,22,5203,52.673644148430064,9828,12477,26158,8198
156,University of the Sciences,university-of-the-sciences,Philadelphia, Pennsylvania,Private,Non-Profit,Large City,,47,69,39,60.8,,,26.0,1277,255,8,18,13,7,344,57.478465152701645,39994,15738,60082,23866
157,University of Puget Sound,university-of-puget-sound,Tacoma, Washington,Private,Non-Profit,Midsize City,38000.0,19,83,40,83.9,,,,2413,296,11,47,38,18,649,28.968089515126394,48090,12120,63510,21534
158,Ohio Northern University,ohio-northern-university,Ada, Ohio,Private,Non-Profit,Small Town,41000.0,78,78,56,66.1,,,25.0,2312,286,11,79,53,22,434,23.313148788927336,30990,11270,46118,20796
159,The College of New Jersey,the-college-of-new-jersey,Ewing, New Jersey,Public,,Large Suburb,43000.0,94,43,42,47.5,,,,6955,858,13,43,36,19,1586,34.69446441409059,16149,13201,34468,9936
160,Marquette University,marquette-university,Milwaukee, Wisconsin,Private,Non-Profit,Large City,44000.0,30,56,47,89.3,,,26.0,8335,1164,14,90,68,22,2331,30.917816436712656,39870,11890,55243,20717
161,American University,american-university,Washington, District of Columbia,Private,Non-Profit,Large City,43000.0,3,55,38,29.4,,,28.0,8123,1475,11,59,43,22,1885,45.83282038655669,46615,15898,64234,29412
162,Duquesne University,duquesne-university,Pittsburgh, Pennsylvania,Private,Non-Profit,Large City,40000.0,70,51,36,71.7,,,26.0,5942,990,13,75,53,20,1681,19.70716930326489,36394,12114,52108,19545
163,Muhlenberg College,muhlenberg-college,Allentown, Pennsylvania,Private,Non-Profit,Midsize City,36000.0,23,58,40,48.4,,,28.0,2367,322,10,54,41,17,752,25.89776087874948,50830,11420,65330,25282
164,University of Dayton,university-of-dayton,Dayton, Ohio,Private,Non-Profit,Midsize City,42000.0,44,60,52,71.7,,,26.0,8499,1013,15,75,60,23,2003,21.108365690081182,41750,13180,57680,21293
165,Rochester Institute of Technology,rochester-institute-of-technology,Rochester, New York,Private,Non-Profit,Large Suburb,43000.0,51,70,68,56.7,,,29.0,13515,1466,13,94,69,24,2618,36.33000369959305,40068,12666,54714,21055
166,University of Iowa,university-of-iowa,Iowa City, Iowa,Public,,Small City,40000.0,55,84,47,86.0,,,26.0,24503,1596,16,87,69,22,5377,29.27396645308737,8965,10450,22607,8045
167,University of Massachusetts Amherst,university-of-massachusetts-amherst,Amherst, Massachusetts,Public,,Large Suburb,43000.0,80,82,50,57.6,,,28.0,23388,1668,18,88,69,25,6605,35.92440567812554,15411,12258,30069,8867
168,Yeshiva University,yeshiva-university,New York, New York,Private,Non-Profit,Large City,,37,50,53,62.8,,,26.0,2757,691,7,34,31,16,1015,6.7101922379397925,42000,11950,60525,26972
169,Loyola University Maryland,loyola-university-baltimore,Baltimore, Maryland,Private,Non-Profit,Large City,,16,70,42,75.3,,,,3924,518,11,34,30,17,1036,22.629969418960247,47560,14150,64520,26091
170,Pennsylvania State University - University Park,pennsylvania-state-university-main-campus,University Park, Pennsylvania,Public,,Small City,44000.0,61,77,53,50.3,,,28.0,40835,3621,16,152,116,27,11180,34.02963144361455,18436,11280,36344,10060
171,Drexel University,drexel-university,Philadelphia, Pennsylvania,Private,Non-Profit,Large City,49000.0,47,55,52,79.0,,,27.0,15534,2015,11,85,68,25,4105,47.9078151152311,52002,13890,68792,28767
172,Baylor University,baylor-university,Waco, Texas,Private,Non-Profit,Midsize City,42000.0,67,78,41,39.0,,,28.0,14316,1377,14,107,76,25,3455,36.60938809723386,43790,12163,60233,21350
173,University of St Thomas Minnesota,university-of-st-thomas-minnesota,Saint Paul, Minnesota,Private,Non-Profit,Large City,42000.0,76,51,54,84.2,,,26.0,6199,844,14,77,58,23,1550,20.63236005807389,41133,10054,54647,21274
174,Seattle University,seattle-university,Seattle, Washington,Private,Non-Profit,Large City,45000.0,32,71,38,73.8,,,26.0,4560,736,11,68,55,23,1382,56.07456140350878,42885,12072,59607,22438
175,University of Portland,university-of-portland,Portland, Oregon,Private,Non-Profit,Large City,47000.0,24,53,40,69.5,,,26.0,3883,494,12,38,35,22,875,42.467164563481845,44026,12658,59236,23282
176,Samford University,samford-university,Birmingham, Alabama,Private,Non-Profit,Large Suburb,38000.0,28,65,34,83.2,,,26.0,3373,546,12,75,59,25,876,15.74266231841091,30490,10280,46474,14879
177,University of Scranton,university-of-scranton,Scranton, Pennsylvania,Private,Non-Profit,Small City,38000.0,36,66,42,74.8,,,26.0,3810,424,12,61,51,23,930,20.078740157480308,43310,14618,61096,22094
178,Massachusetts College of Pharmacy and Health Sciences,massachusetts-college-of-pharmacy-and-health-sciences,Boston, Massachusetts,Private,Non-Profit,Large City,,59,100,29,83.9,,,25.0,3882,273,15,23,11,4,980,60.87068521380731,32590,16400,53362,11210
179,Stevens Institute of Technology,stevens-institute-of-technology,Hoboken, New Jersey,Private,Non-Profit,Large Suburb,57000.0,65,63,70,43.9,,,31.0,3123,425,10,28,27,12,638,33.0131284021774,50554,14400,67204,25762
180,University of Utah,university-of-utah,Salt Lake City, Utah,Public,,Midsize City,40000.0,72,90,53,66.1,,,26.0,24635,1592,16,113,86,25,5214,32.510655571341594,8884,9867,23673,7990
181,Indiana University - Bloomington,indiana-university-bloomington,Bloomington, Indiana,Public,,Small City,39000.0,62,85,51,76.0,,,28.0,33429,2403,17,87,64,24,7823,30.599180352388643,10533,10258,24427,11647
182,College of Saint Benedict,college-of-saint-benedict,Saint Joseph, Minnesota,Private,Non-Profit,Midsize Suburb,40000.0,84,84,0,80.6,,,25.0,1937,174,12,37,35,19,510,20.340733092410947,43738,10742,56880,28210
183,Saint Johns University,saint-johns-university,Collegeville, Minnesota,Private,Non-Profit,Rural,,79,84,100,80.2,,,24.0,1720,163,12,37,35,19,435,21.627906976744185,43356,10116,55872,27780
184,Centre College,centre-college,Danville, Kentucky,Private,Non-Profit,Small Town,,53,94,49,76.3,,,28.0,1450,137,11,28,24,14,371,26.896551724137936,40500,10180,53910,26184
185,Virginia Military Institute,virginia-military-institute,Lexington, Virginia,Public,,Small Town,46000.0,60,71,88,53.1,,,26.0,1722,191,11,14,14,10,394,21.254355400696863,18214,9236,30600,14434
186,James Madison University,james-madison-university,Harrisonburg, Virginia,Public,,Small City,43000.0,74,71,41,75.2,,,26.0,19975,1465,16,48,45,21,4725,25.561952440550684,10830,10112,26122,8556
187,Reed College,reed-college,Portland, Oregon,Private,Non-Profit,Large City,39000.0,7,95,46,35.6,,,32.0,1447,170,9,29,27,13,301,41.257774706288885,54200,13670,69820,35130
188,Pitzer College,pitzer-college,Claremont, California,Private,Non-Profit,Large Suburb,39000.0,43,93,46,16.2,,,,1074,98,11,74,53,20,293,53.25884543761639,52236,16264,70500,41257
189,Bryant University,bryant-university,Smithfield, Rhode Island,Private,Non-Profit,Large Suburb,48000.0,12,56,61,73.0,,,,3477,300,13,29,23,11,924,25.740580960598212,42109,15095,59904,20675
190,Stonehill College,stonehill-college,Easton, Massachusetts,Private,Non-Profit,Large Suburb,45000.0,59,60,41,72.1,,,,2498,284,12,45,38,19,620,15.292233787029614,41300,15760,59560,22865
191,University of San Francisco,university-of-san-francisco,San Francisco, California,Private,Non-Profit,Large City,49000.0,72,42,38,65.6,,,25.0,6845,1184,13,53,42,20,1679,74.31701972242513,46250,14330,65980,27943
192,University of Tulsa,university-of-tulsa,Tulsa, Oklahoma,Private,Non-Profit,Large City,45000.0,56,77,56,39.0,,,28.0,3343,456,11,77,62,23,807,43.493867783428065,39502,11116,57428,31812
193,Southwestern University,southwestern-university,Georgetown, Texas,Private,Non-Profit,Large Suburb,40000.0,91,75,43,43.1,,,26.0,1396,153,11,38,32,18,485,39.68481375358166,40560,11170,54330,25506
194,Quinnipiac University,quinnipiac-university,Hamden, Connecticut,Private,Non-Profit,Large Suburb,46000.0,26,35,39,73.9,,,25.0,7305,1072,16,54,44,21,1672,24.14784394250513,46780,14190,63770,22460
195,Auburn University,auburn-university,Auburn, Alabama,Public,,Small City,40000.0,60,86,51,83.9,,,27.0,23964,1555,19,93,76,22,4501,20.142714071106667,10968,13332,31282,9030
196,Saint Joseph's University,saint-josephs-university,Philadelphia, Pennsylvania,Private,Non-Profit,Large City,,46,48,46,77.2,,,26.0,5144,646,11,73,53,21,1481,22.20062208398133,43880,14840,60854,23892
197,Michigan Technological University,michigan-technological-university,Houghton, Michigan,Public,,Small Town,52000.0,75,93,73,74.5,,,28.0,5890,447,13,60,52,18,1116,12.037351443123939,16189,10477,30215,11959
198,Stony Brook University,stony-brook-university,Stony Brook, New York,Public,,Large Suburb,43000.0,89,59,53,42.2,,,28.0,17364,1703,18,76,54,21,4774,66.7530522920986,9257,13446,25471,9968
199,Elizabethtown College,elizabethtown-college,Elizabethtown, Pennsylvania,Private,Non-Profit,Large Suburb,40000.0,64,70,38,74.0,,,24.0,1671,183,11,42,39,18,422,15.140634350688202,45350,10990,58490,27431
200,Bradley University,bradley-university,Peoria, Illinois,Private,Non-Profit,Midsize City,42000.0,79,57,49,71.4,,,25.0,4649,610,12,113,70,23,1214,26.844482684448266,32930,10310,46680,19250
201,Sewanee - The University of the South,sewanee-the-university-of-the-south,Sewanee, Tennessee,Private,Non-Profit,Rural,39000.0,18,82,47,46.7,,,,1702,205,10,39,31,14,455,18.80141010575793,41084,12880,56914,23449
